name,vintage,type,score,prediction,difference
Molino di Sant'Antimo Brunello di Montalcino VARCO 84,2012,brunello,92,93.868301.5,-1.868301.5
De Martino Las Cruces Malbec,2013,malbec,95,92.105583.5,2.894417.5
De Martino Limavida Malbec,2011,malbec,92,92.031998.5,-0.031998.5
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2014,malbec,95,92.461761.5,2.538239.5
Bodega Monteviejo Lindaflor La Violeta,2009,malbec,94,92.437485.5,1.562515.5
Col d'Orcia Brunello di Montalcino,2012,brunello,93,93.892868.5,-0.892868.5
Bodega Cuarto Dominio Malbec,2014,malbec,95,92.191513.5,2.808487.5
Bodega Aniello 006 Malbec,2015,malbec,91,91.964203.5,-0.964203.5
Bodegas San Huberto La Rioja Malbec,2015,malbec,90,91.921204.5,-1.921204.5
Cuvelier Los Andes Malbec,2015,malbec,92,91.976486.5,0.023514.5
Altos las Hormigas Gualtallary Malbec,2014,malbec,92,92.093246.5,-0.093246.5
Bodini Malbec,2016,malbec,90,91.964142.5,-1.964142.5
Mendel Malbec,2015,malbec,93,92.031769.5,0.968231.5
Altos las Hormigas Uco Valley Terroir Malbec,2015,malbec,89,91.982635.5,-2.982635.5
Camigliano Gualto Brunello di Montalcino Riserva,2011,brunello,92,94.101753.5,-2.101753.5
Fossacolle Brunello di Montalcino,2012,brunello,92,93.997284.5,-1.997284.5
Fanti Vallocchio Brunello di Montalcino,2010,brunello,94,93.929840.5,0.070160.5
CARO Aruma Malbec,2016,malbec,91,91.976425.5,-0.976425.5
Kaiken Mai Malbec,2013,malbec,97,92.320557.5,4.679443.5
Vina Cobos Felino Malbec,2016,malbec,92,92.007141.5,-0.007141.5
Zuccardi Finca Canal Uco,2012,malbec,95,92.547867.5,2.452133.5
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2013,malbec,96,92.682938.5,3.317062.5
Finca Sophenia  E.S. Vino Malbec,2014,malbec,92,91.908981.5,0.091019.5
Trapiche Oak Cask Malbec,2016,malbec,90,91.951859.5,-1.951859.5
Achaval-Ferrer Mendoza Malbec,2016,malbec,91,91.994797.5,-0.994797.5
Vina Cobos Bramare Lujan de Cuyo Malbec,2014,malbec,96,92.080956.5,3.919044.5
Tenute Silvio Nardi Brunello di Montalcino,2012,brunello,93,93.923569.5,-0.923569.5
Alamos Malbec,2016,malbec,91,91.945724.5,-0.945724.5
Donatella Cinelli Colombini Brunello di Montalcino,2012,brunello,92,93.997284.5,-1.997284.5
Zuccardi Aluvional Altamira Malbec,2012,malbec,96,92.332893.5,3.667107.5
Caparzo Brunello di Montalcino La Casa,2012,brunello,94,94.027985.5,-0.027985.5
Catena Alta Malbec,2014,malbec,95,92.130096.5,2.869904.5
Poggio Antico Brunello di Montalcino,2012,brunello,95,93.978851.5,1.021149.5
Finca Decero Remolinos Vineyard Malbec,2015,malbec,90,91.976425.5,-1.976425.5
La Fortuna Brunello di Montalcino Riserva,2010,brunello,97,93.972824.5,3.027176.5
Palazzo Brunello di Montalcino,2010,brunello,98,93.880692.5,4.119308.5
Fattoria La Lecciaia Brunello di Montalcino,2012,brunello,92,93.825302.5,-1.825302.5
Azienda Vitivinicola Terre Nere Brunello di Montalcino Campigli Vallone,2010,brunello,95,93.972824.5,1.027176.5
Fattoria La Lecciaia Brunello di Montalcino,2009,brunello,90,93.819336.5,-3.819336.5
La Poderina Brunello di Montalcino Poggio Abate Riserva,2012,brunello,92,94.120117.5,-2.120117.5
Graffito Malbec,2015,malbec,92,91.988770.5,0.011230.5
Donna Olga Brunello di Montalcino,2004,brunello,90,93.678345.5,-3.678345.5
La Colombina Brunello di Montalcino,2013,brunello,91,93.862106.5,-2.862106.5
Manos Negras Stone Soil Select Malbec,2014,malbec,93,91.976547.5,1.023453.5
Fuligni Brunello di Montalcino,2012,brunello,95,94.089417.5,0.910583.5
El Enemigo Malbec,2014,malbec,90,92.001114.5,-2.001114.5
Argento Reserva Malbec,2014,malbec,92,91.964264.5,0.035736.5
Dona Paula Malbec Seleccion de Bodega,2014,malbec,92,92.080956.5,-0.080956.5
Luca Old Vine Malbec,2015,malbec,93,92.050186.5,0.949814.5
Pulenta Gran Malbec X,2013,malbec,97,92.105583.5,4.894417.5
Vina Cobos Bramare Rebon Vineyard Malbec,2014,malbec,94,92.400345.5,1.599655.5
Vina Cobos Bramare Marchiori Vineyard Malbec,2014,malbec,94,92.431053.5,1.568947.5
Zuccardi Aluvional Altamira Malbec,2013,malbec,94,92.320557.5,1.679443.5
Zuccardi Finca Piedra Infinita Altamira,2013,malbec,96,92.504822.5,3.495178.5
Bodegas Renacer Punto Final Malbec Reserva,2015,malbec,90,91.988770.5,-1.988770.5
Ernesto Catena Selections Tahuan Malbec,2015,malbec,90,91.964203.5,-1.964203.5
Verum Malbec,2014,malbec,92,91.958115.5,0.041885.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2011,brunello,93,94.132462.5,-1.132462.5
Famiglia Bianchi Malbec,2014,malbec,91,91.964264.5,-0.964264.5
Alta Vista Premium Malbec,2015,malbec,89,91.994919.5,-2.994919.5
Catena Malbec,2015,malbec,92,91.982635.5,0.017365.5
Caparzo Brunello di Montalcino Riserva,2011,brunello,92,94.071045.5,-2.071045.5
Dona Paula Estate Malbec,2016,malbec,92,91.964142.5,0.035858.5
La Gerla Brunello di Montalcino,2012,brunello,91,93.905151.5,-2.905151.5
Capanna Brunello di Montalcino,2012,brunello,94,93.899002.5,0.100998.5
Trivento Golden Reserve Malbec,2015,malbec,94,92.001053.5,1.998947.5
Tomero Malbec Gran Reserva,2015,malbec,92,92.326584.5,-0.326584.5
Mocali Brunello di Montalcino Vigna delle Raunate Riserva,2012,brunello,95,93.837585.5,1.162415.5
Eighty Four Malbec,2013,malbec,91,92.136292.5,-1.136292.5
Altos las Hormigas Appellation Paraje Altamira Malbec,2015,malbec,93,92.130035.5,0.869965.5
Mocali Brunello di Montalcino Riserva,2011,brunello,93,93.978912.5,-0.978912.5
Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,2010,brunello,98,94.421265.5,3.578735.5
Concha y Toro Gran Reserva Serie Riberas Malbec,2015,malbec,92,91.964203.5,0.035797.5
Mastrojanni Brunello di Montalcino,2012,brunello,94,93.978851.5,0.021149.5
Mastrojanni Brunello di Montalcino Vigna Schiena d'Asino,2010,brunello,94,94.513329.5,-0.513329.5
Montes Alpha Series Malbec,2014,malbec,92,91.982681.5,0.017319.5
BenMarco Malbec,2014,malbec,93,91.951973.5,1.048027.5
Catena Zapata Argentino Vineyard Malbec,2013,malbec,93,92.566238.5,0.433762.5
Catena Zapata Nicasia Vineyard Malbec,2013,malbec,94,92.627655.5,1.372345.5
Collemattoni Brunello di Montalcino,2012,brunello,93,93.935860.5,-0.935860.5
La Magia Brunello di Montalcino,2012,brunello,96,93.813019.5,2.186981.5
Sassodisole Brunello di Montalcino,2012,brunello,93,93.813019.5,-0.813019.5
Solaria Patrizia Cencioni Brunello di Montalcino,2012,brunello,93,93.800735.5,-0.800735.5
San Polino Brunello di Montalcino Helichrysum,2012,brunello,95,94.058701.5,0.941299.5
Susana Balbo Signature Malbec,2015,malbec,92,91.988770.5,0.011230.5
Poggio Antico Brunello di Montalcino Altero,2012,brunello,94,94.058701.5,-0.058701.5
Poggio di Sotto Brunello di Montalcino,2011,brunello,93,95.330162.5,-2.330162.5
Concha y Toro Gran Reserva Serie Riberas Malbec,2016,malbec,91,92.007141.5,-1.007141.5
Piattelli Premium Reserve Malbec,2016,malbec,92,91.970291.5,0.029709.5
Bodegas Nieto Senetiner Don Nicanor Single Vineyard Malbec,2013,malbec,91,92.074875.5,-1.074875.5
Finca El Origen Reserva Malbec,2016,malbec,93,91.970291.5,1.029709.5
Bodega Chakana Estate Selection Malbec,2015,malbec,90,92.025620.5,-2.025620.5
Kaiken Ultra Malbec,2016,malbec,94,92.019424.5,1.980576.5
Antucura Malbec,2016,malbec,90,91.982574.5,-1.982574.5
Banfi Brunello di Montalcino Poggio Alle Mura,2013,brunello,96,94.132416.5,1.867584.5
Podere Giodo Brunello di Montalcino,2013,brunello,96,95.115143.5,0.884857.5
Mocali Brunello di Montalcino,2014,brunello,90,93.714691.5,-3.714691.5
Caparzo Brunello di Montalcino La Casa,2004,brunello,93,94.065353.5,-1.065353.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2004,brunello,92,93.868820.5,-1.868820.5
Vina Alicia Las Compuertas Malbec,2012,malbec,91,92.013504.5,-1.013504.5
Vina Cobos Bramare Uco Valley Malbec,2015,malbec,93,92.105469.5,0.894531.5
Canalicchio di Sopra Brunello di Montalcino,2013,brunello,93,94.077072.5,-1.077072.5
Fossacolle Brunello di Montalcino,2004,brunello,92,93.764404.5,-1.764404.5
Trapiche Oak Cask Malbec,2017,malbec,91,91.970230.5,-0.970230.5
Trapiche Broquel Malbec,2016,malbec,90,91.988708.5,-1.988708.5
Terrazas de los Andes Reserva Malbec,2016,malbec,92,92.025558.5,-0.025558.5
Pascual Toso Estate Malbec,2016,malbec,92,91.970291.5,0.029709.5
La Posta Fazzio Malbec,2016,malbec,90,91.982574.5,-1.982574.5
Banfi Brunello di Montalcino Poggio Alle Mura,1999,brunello,95,93.942612.5,1.057388.5
Susana Balbo Signature Malbec,2016,malbec,95,92.007141.5,2.992859.5
Bodegas Nieto Senetiner Malbec,2017,malbec,91,91.988663.5,-0.988663.5
Collosorbo Brunello di Montalcino,2013,brunello,95,93.880524.5,1.119476.5
La Posta Pizzella Family Vineyard Malbec,2016,malbec,92,91.988708.5,0.011292.5
Collosorbo Brunello di Montalcino Riserva,2012,brunello,95,94.212250.5,0.787750.5
Bodegas Nieto Senetiner Don Nicanor Malbec,2016,malbec,91,92.000992.5,-1.000992.5
Altesino Brunello di Montalcino,2013,brunello,94,93.954231.5,0.045769.5
Altesino Montosoli Brunello di Montalcino,2013,brunello,98,94.298187.5,3.701813.5
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2013,brunello,98,94.255188.5,3.744812.5
Renieri Brunello di Montalcino,2013,brunello,98,94.070930.5,3.929070.5
Argiano Brunello di Montalcino,2013,brunello,96,93.941940.5,2.058060.5
Fuligni Brunello di Montalcino,2013,brunello,96,94.077072.5,1.922928.5
La Rasina Brunello di Montalcino,2013,brunello,96,93.892807.5,2.107193.5
San Filippo Brunello di Montalcino Le Lucere,2013,brunello,96,94.107788.5,1.892212.5
Poggio San Polo Brunello di Montalcino,2013,brunello,96,94.027939.5,1.972061.5
Siro Pacenti Brunello di Montalcino Pelagrilli,2013,brunello,96,93.862106.5,2.137894.5
Capanna Brunello di Montalcino,2013,brunello,95,93.997223.5,1.002777.5
Banfi Brunello di Montalcino,2013,brunello,95,94.107849.5,0.892151.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2013,brunello,95,94.138489.5,0.861511.5
Frescobaldi Castelgiocondo Brunello di Montalcino,2013,brunello,95,94.113922.5,0.886078.5
Camigliano Brunello di Montalcino,2013,brunello,94,93.886673.5,0.113327.5
Caparzo Brunello di Montalcino La Casa,2013,brunello,94,94.027939.5,-0.027939.5
Castiglion del Bosco Brunello di Montalcino,2013,brunello,94,93.892807.5,0.107193.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2013,brunello,94,94.070930.5,-0.070930.5
Col d'Orcia Brunello di Montalcino,2013,brunello,94,93.917374.5,0.082626.5
Uccelliera Brunello di Montalcino,2013,brunello,94,94.034073.5,-0.034073.5
Voliero Brunello di Montalcino,2013,brunello,94,93.929657.5,0.070343.5
Caparzo Brunello di Montalcino,2013,brunello,93,93.831390.5,-0.831390.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2013,brunello,93,93.954231.5,-0.954231.5
Fanti Brunello di Montalcino,2013,brunello,93,93.855957.5,-0.855957.5
La Poderina Brunello di Montalcino,2013,brunello,93,93.892807.5,-0.892807.5
Piancornello Brunello di Montalcino,2013,brunello,93,93.923523.5,-0.923523.5
Catena Zapata Adrianna Vineyard River Stones Malbec,2013,malbec,96,92.842628.5,3.157372.5
Poggio Nardone Brunello di Montalcino,2013,brunello,91,93.862106.5,-2.862106.5
Pulenta La Flor Malbec,2017,malbec,91,91.994797.5,-0.994797.5
Devil Proof Vineyards Farrow Ranch Malbec,2014,malbec,91,92.756577.5,-1.756577.5
La Serena Brunello di Montalcino,2013,brunello,93,93.941940.5,-0.941940.5
Tilia Malbec,2017,malbec,90,91.964096.5,-1.964096.5
Casanova di Neri Brunello di Montalcino White Label,2013,brunello,93,93.954231.5,-0.954231.5
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2015,malbec,92,92.019485.5,-0.019485.5
Tapiz Black Tears Malbec,2012,malbec,93,92.130203.5,0.869797.5
BenMarco Malbec,2015,malbec,92,91.970345.5,0.029655.5
Belasco de Baquedano Llama Malbec,2017,malbec,91,91.988663.5,-0.988663.5
Altocedro Reserva Malbec,2015,malbec,90,92.111618.5,-2.111618.5
Anko Flor de Cardon Malbec,2015,malbec,93,92.037903.5,0.962097.5
Bodega Cuarto Dominio Chento Malbec,2014,malbec,92,91.970398.5,0.029602.5
Castiglion del Bosco Brunello di Montalcino Campo del Drago,2012,brunello,94,94.242966.5,-0.242966.5
Anko Malbec,2016,malbec,92,92.000992.5,-0.000992.5
Molino di Sant'Antimo Brunello di Montalcino,2013,brunello,93,93.892807.5,-0.892807.5
Luce Della Vite Brunello di Montalcino,2013,brunello,96,94.476303.5,1.523697.5
Donatella Cinelli Colombini Brunello di Montalcino,2013,brunello,94,94.015656.5,-0.015656.5
Fattoria dei Barbi Brunello di Montalcino,2013,brunello,91,93.941940.5,-2.941940.5
Fossacolle Brunello di Montalcino,2013,brunello,92,93.984940.5,-1.984940.5
Il Poggione Brunello di Montalcino,2013,brunello,92,94.077072.5,-2.077072.5
La Gerla Brunello di Montalcino,2013,brunello,91,93.941940.5,-2.941940.5
San Felice Campogiovanni Brunello di Montalcino,2013,brunello,94,93.941940.5,0.058060.5
San Filippo Brunello di Montalcino,2013,brunello,92,93.984940.5,-1.984940.5
Altesino Brunello di Montalcino Riserva,2012,brunello,94,94.335098.5,-0.335098.5
Camigliano Gualto Brunello di Montalcino Riserva,2012,brunello,92,94.058701.5,-2.058701.5
Donatella Cinelli Colombini Brunello di Montalcino Riserva,2012,brunello,92,94.421143.5,-2.421143.5
Fanti Vigne le Macchiarelle Brunello di Montalcino Riserva,2012,brunello,93,94.181541.5,-1.181541.5
Fuligni Brunello di Montalcino Riserva,2012,brunello,98,94.672905.5,3.327095.5
Il Poggione Brunello di Montalcino Riserva Vigna Paganelli,2012,brunello,97,94.335159.5,2.664841.5
Mocali Brunello di Montalcino Riserva,2012,brunello,91,94.095551.5,-3.095551.5
Uccelliera Brunello di Montalcino Riserva,2012,brunello,96,94.525497.5,1.474503.5
Banfi Brunello di Montalcino Poggio Alle Mura,2012,brunello,95,94.089417.5,0.910583.5
Salentein Reserve Malbec,2016,malbec,93,92.000992.5,0.999008.5
Black Cabra Malbec,2017,malbec,89,91.976379.5,-2.976379.5
Alamos Malbec,2017,malbec,91,91.964096.5,-0.964096.5
Ruta 22 Malbec,2017,malbec,90,91.970230.5,-1.970230.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso Riserva Santa Caterina d'Oro,2012,brunello,97,94.611481.5,2.388519.5
Gianni Brunelli Brunello di Montalcino,2013,brunello,90,94.046356.5,-4.046356.5
Casanova di Neri Brunello di Montalcino Cerretalto,2012,brunello,97,95.686340.5,1.313660.5
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2016,malbec,92,91.988708.5,0.011292.5
Catena Zapata Adrianna Vineyard River Stones Malbec,2014,malbec,94,92.799576.5,1.200424.5
Finca Decero Remolinos Vineyard Malbec,2016,malbec,90,92.007141.5,-2.007141.5
Trapiche Medalla Malbec,2013,malbec,92,91.970459.5,0.029541.5
Alta Vista Classic Malbec,2017,malbec,90,91.982513.5,-1.982513.5
Tapiz Malbec,2016,malbec,91,91.964142.5,-0.964142.5
Don Miguel Gascon Malbec Riserva,2015,malbec,91,91.988770.5,-0.988770.5
Le Potazzine Gorelli Brunello di Montalcino,2013,brunello,93,94.058640.5,-1.058640.5
Ruffino Greppone Mazzi Brunello di Montalcino,2012,brunello,93,94.052559.5,-1.052559.5
Terrazas de los Andes Las Compuertas Single Vineyard Malbec,2013,malbec,97,92.191574.5,4.808426.5
Gaja Rennina Brunello di Montalcino,2013,brunello,94,94.660629.5,-0.660629.5
Gaja Sugarille Brunello di Montalcino,2013,brunello,94,94.808037.5,-0.808037.5
Livio Sassetti Brunello di Montalcino Pertimali Riserva,2012,brunello,95,94.427223.5,0.572777.5
El Enemigo Malbec,2015,malbec,92,92.019485.5,-0.019485.5
Zorzal Terroir Unico Malbec,2017,malbec,91,91.994797.5,-0.994797.5
Piancornello Brunello di Montalcino Riserva,2012,brunello,94,94.058701.5,-0.058701.5
Domaine Bousquet Tupungato Malbec,2017,malbec,90,91.976379.5,-1.976379.5
Manos Negras Malbec,2016,malbec,92,91.988708.5,0.011292.5
Fossacolle Brunello di Montalcino Riserva,2012,brunello,93,94.335159.5,-1.335159.5
Fabre Montmayou Gran Reserva Malbec,2015,malbec,90,92.013336.5,-2.013336.5
Fabre Montmayou Reserva Malbec,2016,malbec,92,91.976425.5,0.023575.5
Poggio Antico Brunello di Montalcino Riserva,2012,brunello,97,94.365799.5,2.634201.5
Livio Sassetti Brunello di Montalcino Pertimali,2013,brunello,98,94.015656.5,3.984344.5
Capanna Brunello di Montalcino Riserva,2012,brunello,92,94.304382.5,-2.304382.5
Mocali Vigna Raunate Brunello di Montalcino,2013,brunello,92,93.905090.5,-1.905090.5
Tenute Silvio Nardi Poggio Doria Brunello di Montalcino,2012,brunello,93,94.273666.5,-1.273666.5
Tenute Silvio Nardi Brunello di Montalcino Manachiara,2012,brunello,93,94.212250.5,-1.212250.5
TintoNegro Limestone Block Malbec,2015,malbec,92,91.982635.5,0.017365.5
Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec,2014,malbec,98,92.646027.5,5.353973.5
Catena Zapata Nicasia Vineyard Malbec,2014,malbec,95,92.461761.5,2.538239.5
Altos las Hormigas Gualtallary Malbec,2013,malbec,96,92.068726.5,3.931274.5
Ruffino Greppone Mazzi Brunello di Montalcino,2011,brunello,92,94.009628.5,-2.009628.5
Livio Sassetti Brunello di Montalcino Rouge,2004,brunello,94,93.709061.5,0.290939.5
Ruffino Greppone Mazzi Brunello di Montalcino,2010,brunello,94,93.960541.5,0.039459.5
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2006,brunello,100,94.317009.5,5.682991.5
Amalaya Malbec,2017,malbec,90,91.994797.5,-1.994797.5
Bodini Malbec,2017,malbec,90,91.982513.5,-1.982513.5
Alamos Malbec Mendoza Seleccion,2016,malbec,92,91.988708.5,0.011292.5
Poggio Antico Brunello di Montalcino,2004,brunello,91,93.862610.5,-2.862610.5
Capanna Brunello di Montalcino,2004,brunello,93,93.715195.5,-0.715195.5
Phebus Reserva Malbec,2016,malbec,92,91.976425.5,0.023575.5
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec,2016,malbec,94,92.037849.5,1.962151.5
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2011,brunello,93,94.193878.5,-1.193878.5
Altocedro Ano Cero Malbec,2017,malbec,90,92.019363.5,-2.019363.5
Achaval-Ferrer Mendoza Malbec,2017,malbec,92,92.080795.5,-0.080795.5
Vina Cobos Bramare Marchiori Vineyard Malbec,2015,malbec,97,92.541550.5,4.458450.5
De Martino Las Cruces Malbec,2014,malbec,93,92.105530.5,0.894470.5
Vina Cobos Felino Malbec,2017,malbec,93,92.013229.5,0.986771.5
Poggio San Polo Brunello di Montalcino Riserva,2012,brunello,96,94.464081.5,1.535919.5
Vina Cobos Bramare Lujan de Cuyo Malbec,2015,malbec,93,92.093185.5,0.906815.5
Savage Grace Wines Boushey Vineyard Cot,2016,malbec,95,92.056274.5,2.943726.5
Inkarri by Chakana Estate Malbec,2017,malbec,91,91.970230.5,-0.970230.5
Pulenta Gran Malbec X,2014,malbec,94,92.154663.5,1.845337.5
El Esteco Don David Malbec Reserve,2017,malbec,90,92.000946.5,-2.000946.5
La Gerla Riserva Vigna Gli Angeli Brunello di Montalcino,2012,brunello,93,94.181541.5,-1.181541.5
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2015,malbec,94,92.596893.5,1.403107.5
Altos las Hormigas Uco Valley Terroir Malbec,2016,malbec,90,92.000992.5,-2.000992.5
Kirkland Signature Kirkland Signature Malbec, Argentina,2017,malbec,91,91.957947.5,-0.957947.5
Zuccardi Concreto Malbec,2017,malbec,96,92.117645.5,3.882355.5
Wapisa Malbec,2016,malbec,95,92.007141.5,2.992859.5
Zorzal Gran Terroir Malbec,2016,malbec,93,92.000992.5,0.999008.5
Bodega Monteviejo Lindaflor La Violeta,2010,malbec,95,92.418999.5,2.581001.5
Luca Old Vine Malbec,2016,malbec,93,92.037849.5,0.962151.5
Val di Suga Brunello di Montalcino,2013,brunello,93,93.991089.5,-0.991089.5
Catena Alta Malbec,2015,malbec,93,92.173035.5,0.826965.5
CARO Aruma Malbec,2017,malbec,91,92.007080.5,-1.007080.5
Trapiche Medalla Malbec,2015,malbec,91,92.007202.5,-1.007202.5
Bodega Cuarto Dominio Tolentino Winemaker's Selection Malbec,2017,malbec,90,92.019363.5,-2.019363.5
Graffito Malbec,2016,malbec,90,91.982574.5,-1.982574.5
Bodega Colome Estate Malbec,2016,malbec,92,92.031708.5,-0.031708.5
Gianni Brunelli Brunello di Montalcino Riserva,2013,brunello,93,94.261337.5,-1.261337.5
Huarpe Taymente Malbec,2017,malbec,90,91.994797.5,-1.994797.5
Bodega Monteviejo Festivo Malbec,2017,malbec,91,91.988663.5,-0.988663.5
Baron Edmond de Rothschild Aguaribay Malbec,2016,malbec,91,91.976425.5,-0.976425.5
Val di Suga Poggio al Granchio Brunello di Montalcino,2013,brunello,94,94.070930.5,-0.070930.5
Catena Malbec,2016,malbec,91,92.007141.5,-1.007141.5
Dona Paula Estate Malbec,2017,malbec,91,92.000946.5,-1.000946.5
Caparzo Brunello di Montalcino,2014,brunello,91,93.880463.5,-2.880463.5
Devil Proof Vineyards Farrow Ranch Malbec,2015,malbec,94,92.787231.5,1.212769.5
Zuccardi Q Malbec,2016,malbec,92,92.007141.5,-0.007141.5
Bodega Noemia de Patagonia J. Alberto,2016,malbec,94,92.172974.5,1.827026.5
Bodega Chakana Estate Selection Malbec,2016,malbec,90,92.068558.5,-2.068558.5
Col d'Orcia Poggio al Vento Brunello di Montalcino Riserva,2010,brunello,95,94.513329.5,0.486671.5
Matervini Finca Perdriel,2015,malbec,93,92.418716.5,0.581284.5
La Posta Pizzella Family Vineyard Malbec,2017,malbec,93,91.994797.5,1.005203.5
Lamadrid Malbec,2017,malbec,91,92.000946.5,-1.000946.5
Val di Suga Vigna Spuntali Brunello di Montalcino,2013,brunello,94,94.193832.5,-0.193832.5
La Posta Fazzio Malbec,2017,malbec,92,92.019363.5,-0.019363.5
Bodega Cuarto Dominio Lote 44 Malbec,2017,malbec,93,91.988663.5,1.011337.5
Vina Alicia Paso de Piedra Malbec,2015,malbec,93,91.988770.5,1.011230.5
Lisini Brunello di Montalcino,2014,brunello,91,93.941895.5,-2.941895.5
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2014,brunello,92,93.941895.5,-1.941895.5
Dona Paula Parcel Alluvia Malbec,2011,malbec,93,92.400513.5,0.599487.5
Tapiz Black Tears Malbec,2013,malbec,93,92.191574.5,0.808426.5
Zolo Black Malbec,2013,malbec,92,92.099442.5,-0.099442.5
Vina Cobos Bramare Lujan de Cuyo Malbec,2016,malbec,94,92.191406.5,1.808594.5
Vina Cobos Bramare Uco Valley Malbec,2016,malbec,92,92.160690.5,-0.160690.5
Poggio di Sotto Brunello di Montalcino Riserva,2011,brunello,94,96.374313.5,-2.374313.5
El Esteco Malbec,2016,malbec,92,92.043991.5,-0.043991.5
Fattoria La Lecciaia Brunello di Montalcino,2013,brunello,95,93.831390.5,1.168610.5
Alta Vista Estate Malbec,2017,malbec,90,92.025513.5,-2.025513.5
Domaine Bousquet Reserva Malbec,2017,malbec,90,92.013229.5,-2.013229.5
La Serena Brunello di Montalcino Riserva Gemini,2012,brunello,94,94.175400.5,-0.175400.5
Bodega Cuarto Dominio Chento Malbec,2015,malbec,93,91.988770.5,1.011230.5
Altesino Brunello di Montalcino,2014,brunello,91,93.972595.5,-2.972595.5
Gianni Brunelli Brunello di Montalcino,2014,brunello,90,94.003311.5,-4.003311.5
Uccelliera Brunello di Montalcino,2014,brunello,92,93.984879.5,-1.984879.5
Castello Tricerchi Brunello di Montalcino,2013,brunello,92,93.911240.5,-1.911240.5
Fattoria La Lecciaia Brunello di Montalcino Riserva,2012,brunello,93,93.813019.5,-0.813019.5
Camigliano Brunello di Montalcino,2014,brunello,91,93.911179.5,-2.911179.5
